,Unnamed: 0,제 26 기,제 25 기,제 24 기
0,자산,nan000000,nan000000,nan000000
1,유동자산,32450042000000,29765131000000,927128000000
2,현금및현금성자산,7086957000000,6995224000000,246017000000
3,매출채권,10398471000000,10177906000000,453472000000
4,미수금,1828941000000,1654688000000,2047000000
5,재고자산,6018855000000,5643327000000,141780000000
6,매도가능금융자산,179448000000,153340000000,0000000
7,기타의유동자산,6301260000000,5090707000000,83812000000
8,매각예정자산,636110000000,49939000000,0000000
9,비유동자산,70597295000000,66868678000000,4379911000000
10,장기매출채권,24188000000,45251000000,174000000
11,장기미수금,205584000000,117161000000,0000000
12,매도가능금융자산,1527092000000,1906664000000,367692000000
13,관계기업및공동기업투자,11559899000000,11157775000000,3314585000000
14,유형자산,41032505000000,39445286000000,574183000000
15,투자부동산,727783000000,797808000000,0000000
16,영업권,575233000000,27078000000,22468000000
17,무형자산,11197157000000,9722351000000,79269000000
18,이연법인세자산,711591000000,629235000000,0000000
19,기타의비유동자산,3036263000000,3020069000000,21540000000
20,자산총계,103047337000000,96633809000000,5307039000000
21,부채,nan000000,nan000000,nan000000
22,유동부채,28716610000000,25919322000000,640529000000
23,단기차입금,2614117000000,2726701000000,63918000000
24,매입채무,8897260000000,7430851000000,173056000000
25,미지급금,3241765000000,2392058000000,84587000000
26,충당부채,420803000000,305020000000,4873000000
27,유동성장기부채,5629577000000,5493380000000,149922000000
28,기타의유동부채,7850072000000,7569563000000,164173000000
29,매각예정부채,63016000000,1749000000,0000000
30,비유동부채,32004003000000,30637237000000,2064142000000
31,사채및장기차입금,23133506000000,23496303000000,1376034000000
32,장기미지급금,4601776000000,3034627000000,4347000000
33,확정급여채무,229378000000,265703000000,17971000000
34,충당부채,104331000000,135480000000,0000000
35,이연법인세부채,3098508000000,2960464000000,661519000000
36,기타의비유동부채,836504000000,744660000000,4271000000
37,부채총계,60720613000000,56556559000000,2704671000000
38,자본,nan000000,nan000000,nan000000
39,지배기업소유주에 귀속되는 자본,13112357000000,12566518000000,2585433000000
40,자본금,15385000000,15385000000,10000000000
41,기타불입자본,4741139000000,4773965000000,"(555,097)000000"
42,이익잉여금,8368122000000,7801713000000,3178899000000
43,기타자본구성요소,"(12,289)000000","(24,545)000000","(48,369)000000"
44,비지배지분,29214367000000,27510732000000,16935000000
45,자본총계,42326724000000,40077250000000,2602368000000
46,자본과부채총계,103047337000000,96633809000000,5307039000000
47,매출액,83617494000000,39299525000000,2425966000000
48,매출원가,73769694000000,35382726000000,2143467000000
49,매출총이익,9847800000000,3916799000000,282499000000
50,판매비와관리비,4549621000000,2510046000000,10957000000
51,영업이익,5298179000000,1406753000000,271542000000
52,금융수익,2562180000000,1740647000000,16325000000
53,금융비용,3378600000000,2010137000000,70943000000
54,지분법손익,719338000000,664905000000,"(38,677)000000"
55,기타영업외수익,653619000000,5626973000000,28408000000
56,기타영업외비용,1478897000000,1141077000000,19388000000
57,법인세비용차감전순이익,4375819000000,6288064000000,187267000000
58,법인세비용,"(1,354,029)000000","(581,645)000000",57368000000
59,계속영업연결당기순이익,3021790000000,5706419000000,129899000000
60,중단영업손실,"(199,306)000000",157160000000,0000000
61,연결당기순이익,2822484000000,5549259000000,129899000000
62,지배기업소유주지분순이익(손실),765580000000,5345978000000,127294000000
63,비지배지분순이익,2056904000000,203281000000,2605000000
64,기타포괄손익,44839000000,"(95,768)000000",44143000000
65,당기손익으로 재분류 되지 않는 항목,"(21,116)000000","(8,588)000000","(7,672)000000"
66,확정급여제도의 재측정요소,"(21,116)000000","(8,588)000000","(7,672)000000"
67,후속기간에 당기손익으로 재분류되는 항목,65955000000,"(87,180)000000",51815000000
68,매도가능금융자산평가손익,34703000000,"(92,645)000000",52227000000
69,지분법자본변동,"(10,985)000000","(1,678)000000","(1,587)000000"
70,파생상품평가손익,"(37,245)000000",12446000000,0000000
71,해외사업환산손익,73865000000,"(6,153)000000",1175000000
72,표시통화환산손익,5617000000,850000000,0000000
73,총포괄손익,2867323000000,5453491000000,174042000000
74,총포괄이익의 귀속,nan000000,nan000000,nan000000
75,지배기업소유주지분,766478000000,5363333000000,171461000000
76,비지배지분,2100845000000,90158000000,2581000000
77,주당이익,nan000000,nan000000,nan000000
78,기본주당이익(손실)(단위:원),13676000000,107921000000,2891000000
79,기본주당계속영업이익(손실)(단위:원),13859000000,108850000000,2891000000
80,영업활동으로 인한 현금흐름,9110672000000,4588856000000,185038000000
81,당기순이익,2822484000000,5549259000000,129899000000
82,비현금항목 조정,8145103000000,"(1,640,526)000000",231803000000
83,운전자본 조정,130353000000,1503632000000,"(118,048)000000"
84,이자의 수취,198642000000,89213000000,10685000000
85,이자의 지급,"(1,140,901)000000","(457,596)000000","(67,204)000000"
86,배당금의 수취,172033000000,97404000000,63846000000
87,법인세의 납부,"(1,217,042)000000","(552,530)000000","(65,943)000000"
88,투자활동으로 인한 현금흐름,"(7,380,510)000000",4329910000000,"(100,733)000000"
89,단기금융상품의 순증감,"(1,428,609)000000","(1,765,993)000000",60637000000
90,단기대여금의 순증감,"(25,642)000000",60762000000,"(1,727)000000"
91,매도가능금융자산의 처분,587816000000,90244000000,1954000000
92,관계기업및공동기업투자의 처분,92180000000,17835000000,0000000
93,유형자산의 처분,167465000000,184998000000,1347000000
94,투자부동산의 처분,258149000000,2258000000,0000000
95,무형자산의 처분,35886000000,20855000000,189000000
96,매각예정자산의 처분,152323000000,34329000000,0000000
97,매도가능금융자산의 취득,"(108,762)000000","(160,666)000000",0000000
98,관계기업및공동기업투자의 취득,"(218,704)000000","(50,854)000000",(814)000000
99,유형자산의 취득,"(4,935,373)000000","(2,237,666)000000","(154,039)000000"
100,투자부동산의 취득,"(2,967)000000","(4,473)000000",0000000
101,무형자산의 취득,"(914,120)000000","(230,753)000000","(11,955)000000"
102,연결범위변동으로 인한 현금의 순증감,"(1,053,037)000000",8363109000000,0000000
103,기타투자활동으로 인한 현금유출입액,12885000000,5925000000,3675000000
104,재무활동으로 인한 현금흐름,"(1,622,374)000000","(2,225,479)000000","(97,503)000000"
105,단기차입금의 순증감,"(150,109)000000","(974,026)000000","(101,589)000000"
106,유동성장기부채의 상환,"(6,109,821)000000","(1,913,598)000000","(240,000)000000"
107,사채및차입금의 증가,5956151000000,2525260000000,298728000000
108,장기미지급금의 증가,653730000000,40316000000,0000000
109,연결자본거래로 인한 현금유출입액,113132000000,"(265,856)000000",120660000000
110,사채및차입금의 감소,"(627,336)000000","(561,299)000000",0000000
111,장기미지급금의 감소,"(321,925)000000","(6,290)000000",0000000
112,자기주식의 취득,nan000000,"(904,490)000000","(100,099)000000"
113,배당금의 지급,"(1,132,614)000000","(164,945)000000","(67,206)000000"
114,기타재무활동으로 인한 현금유출입액,"(3,582)000000",(551)000000,"(7,997)000000"
115,현금및현금성자산의순증감,107788000000,6693287000000,"(13,198)000000"
116,외화환산으로 인한 현금 변동,"(13,961)000000",55920000000,154000000
117,기초현금및현금성자산,6995224000000,246017000000,259061000000
118,기말현금및현금성자산,7086957000000,6995224000000,246017000000
